1136495086504742913,0.0
2027611,0.0
1156439364513271813,-0.4
840765315214643201,0.8
1032135356,0.0
517457141,0.0
882038989624139778,-0.4
62427131,0.0
240991788,0.0
2597655961,0.0
1180230739549462531,0.1
1070736383256469504,-0.1
2365107686,0.0
3064266184,0.0
254426811,-0.4
140176252,0.0
872893315494162432,-0.8
3009945203,0.0
1306382178,0.5
3296847672,0.0
1027549818539847681,0.0
1101539186904100870,0.0
1200163721991114752,0.2
1872776629,0.5
1593886536,0.0
2926148613,0.0
2901509361,0.0
843635815347617792,-0.8
23273872,-0.8
162527761,0.0
702883524815294464,0.6
1047811532749512704,0.0
1087760079053451264,0.0
1095647728498106368,-0.4
1167816040971165696,-0.2
19491465,0.0
2380797947,0.8
2594999838,-0.6
14924172,0.7
2597655961,0.0
1180230739549462531,0.1
1070736383256469504,-0.1
2365107686,0.0
3064266184,0.0
254426811,-0.4
954756235034812416,0.4
1136102435838185474,0.8
1332378222,0.9
488152567,0.0
3165888567,0.2
4434183929,0.5
1107822974252580864,0.6
279843037,0.0
1154207926002655233,0.0
781638724815876096,0.0
1166726468447211523,0.3
923601806814531584,0.0
195048935,0.0
708557170,0.0
1856523530,0.0
423904277,-0.1
949470009905967104,0.0
1933481100,0.0
2351871396,-0.6
1167928729,0.0
846977168777396227,0.0
71589121,0.0
474213523,-0.4
160576109,0.0
831336673946406912,0.0
3774531321,0.0
54123097,0.0
704706626494689280,0.0
1054113937774522368,-0.6
763951061493166081,-0.1
3092708763,0.5
3046157520,0.6
258979550,0.4
843883710067822598,0.0
1087072895610904576,0.0
258979550,0.5
3013237181,0.0
3207518511,0.7
984046015,0.0
1156439364513271813,0.0
1149903585477398529,0.8
2027611,0.0
1156439364513271813,-0.4
840765315214643201,0.8
1032135356,0.0
517457141,0.0
882038989624139778,-0.4
62427131,0.0
240991788,0.0
983040545823055873,0.6
831603050817138688,0.0
1136495086504742913,0.0
1182858726673473538,0.0
712304835899449346,-0.2
231118083,0.5
1017168120312664064,0.3
748351736,0.0
1095025911878029312,0.0
1143191867842027521,0.0
1137826290940219393,0.0
2232350298,0.0
2742809412,0.0
276159154,0.0
398244358,0.0
887895228232814592,0.0
615185696,-0.4
291920623,0.7
987294701744279554,0.8
928834807588671488,0.0
53674575,0.0
1128048459058163714,-0.1
2285938009,0.6
78776493,0.4
4883670077,0.6
128082879,0.7
2851558941,0.0
267363591,-0.2
1035501891189460993,0.0
5911342,-0.2
1049788797506990090,0.4
15103609,-0.8
38429154,0.6
248775438,0.3
3942779417,0.0
972938164267638789,0.0
782291789919191043,0.7
1136441960028184577,0.0
857223657558614017,0.0
52891634,-0.3
1008149760086142976,0.8
52891634,0.6
1034035048477904897,0.3
1137487920770691074,0.0
555130986,0.0
128082879,0.2
413823238,0.9
4505224342,0.0
1105840274322980864,0.5
3382138047,0.0
1188893299110793218,0.0
123524658,-0.4
634070707,0.0
330774080,0.0
4557344722,0.3
1132363083010068480,0.0
633934992,0.4
1160042819722993665,0.0
1075583336381202432,0.3
27058171,0.6
186070462,0.6
57594954,0.3
180032251,0.4
2764108348,0.7
888554116267466753,0.0
23647732,0.4
18971381,0.0
942823088873492480,0.4
985686123123949568,-0.4
1138911058033295366,0.6
1006437638641979392,0.1
977295302658019331,-0.4
1932438697,-0.1
35106335,-0.4
48472949,0.2
266775159,0.2
1163854834132561921,0.0
169137367,0.3
2868193424,-0.1
747532501485236224,0.8
709867563,0.0
63273704,0.7
1049004605214871552,0.0
1017294190441623552,0.9
224134588,0.8
1095793275267620866,0.0
2610378019,0.8
2532009719,0.0
294479557,0.3
1529106020,0.0
47244303,-0.4
742705751337111552,0.0
3349547985,0.0
192278948,0.8
977295302658019331,0.5
180032251,0.4
1175494734946521089,0.0
984647401691545600,0.0
879787309582831616,0.0
1058173451943456768,0.6
2764108348,0.7
1090620655597436930,0.0
219714765,0.0
804624025,-0.3
292819455,0.0
16678475,0.0
777329295374987264,-0.5
3809040139,0.0
231418962,0.2
2428823192,0.4
398653169,0.6
115529891,0.7
41114240,0.7
3234356228,0.0
742705751337111552,-0.8
764051520,0.0
1155765666579910656,0.0
3005952009,-0.6
1150063346097410049,0.0
1133216917869645824,0.0
794308675879968768,-0.6
1014273249453248512,0.0
211796113,0.6
1865592246,-0.5
1085202031512412162,0.0
973880070518517761,0.0
235417311,0.0
309319954,0.0
1072746708667428864,0.6
981780988735913984,0.0
1054158055259234304,0.6
1152835394351878144,0.0
14806609,0.5
1114295866750263297,0.0
46315401,-0.5
740892395269562368,0.0
257642618,0.4
24454512,0.6
164524778,-0.0
10175642,-0.3
1183315599356768256,0.0
507861796,0.6
784960653144403969,0.0
557391501,-0.1
1039072087070179328,0.8
310263343,0.0
732548050728701953,0.4
85653219,-0.3
1036269236631547905,0.1
493580137,-0.4
14084485,0.0
330774080,0.0
31573274,-0.1
1110577630900834306,-0.1
943227938,0.0
49498975,0.6
242077736,0.5
15567647,0.0
3020681953,0.0
2852983654,0.0
730220443014041602,0.0
392531729,0.3
250741695,0.7
2852983654,0.5
209681820,0.0
20779899,0.0
9324442,0.0
627005145,0.0
155184468,0.0
3131839831,0.0
31288364,-0.4
15504336,-0.6
4587943993,0.0
434229485,0.0
1010992464839266311,0.0
815722386389512192,-0.1
1184236357301833728,0.0
2563150204,0.0
63667534,0.2
1090746084354228225,-0.1
1014273249453248512,0.5
1201947666630004738,0.0
550622819,0.0
1096470308683431936,0.3
158715457,0.4
712213086879490048,0.0
1172567760,0.6
263845438,0.6
1021157952462389250,0.0
1117703917,0.6
1943363076,-0.5
27489567,-0.4
2292665290,0.0
88831288,0.4
190964180,0.0
1021157952462389250,0.0
2396778918,0.0
522225848,-0.6
27489567,0.0
2158730874,0.0
355153617,0.0
1021157952462389250,0.6
965662694010388482,0.1
4557669641,0.0
2786470997,0.0
1201295611892523008,0.6
2468518873,0.6
716257709000167424,0.0
2189341701,0.7
5654932,0.0
159082656,0.4
20057590,0.0
16861159,-0.3
4104950054,0.0
763543232898666498,0.4
270182404,0.0
1198561327121235969,0.5
950509948470886400,0.6
839433931703398400,0.0
1143811869913833472,0.0
16861159,0.4
24876649,0.0
14156198,0.1
14887704,0.0
